#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
1598,claim,9195765144,36,a friend learned  online a claim that the first gloves used in american sport baseball were fingerless,not verified,active,26816,7465,1303,143,93
1599,claim,3218930055,42,"a friend learned  online a claim that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,21255,7444,821,51,6
1600,claim,5365355270,44,a friend learned  online a claim that dolphins are mammals,not verified,active,580979,35006,9090,873,408
1601,claim,9728543644,26,a friend learned  online a claim that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,active,257940,108129,28865,2372,771
1602,claim,8352147346,18,a friend learned  online a claim that there are more stars in the universe than grains of sand on earth,not verified,active,28923,13111,3693,73,7
1603,claim,2227576611,11,a friend learned  online a claim that neptune’s winds are the fastest in the solar system,not verified,active,795380,239313,61515,5046,2908
1604,claim,8398613888,14,a friend learned  online a claim that the moon’s craters might be the coldest places in the solar system,not verified,active,478674,178782,60104,925,499
1605,claim,1515401616,17,a friend learned  online a claim that there might be a huge planet in this solar system,not verified,banned,209090,60680,1727,504,61
1606,claim,9087489549,51,"a friend learned  online a claim that through the seasons, a reindeer’s eyes will change color",not verified,under scrutiny,414031,64057,1878,363,199
1607,claim,7188630386,34,a friend learned  online a claim that bathwater stays warmer for a longer duration with bubbles,not verified,under scrutiny,403405,93156,16254,1066,593
1608,claim,3794596948,29,a friend learned  online a claim that take out restaurants have been found in the remains of pompeii,not verified,active,413142,40096,10766,391,141
1609,claim,2982193102,6,a friend learned  online a claim that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,active,766833,159429,38170,194,22
1610,claim,8144113170,16,a friend learned  online a claim that a banana is technically a berry,not verified,banned,534074,72819,3638,1818,607
1611,claim,3153488344,48,a friend learned  online a claim that some trees in melbourne have email addresses,not verified,active,614885,332474,62474,6077,2892
1612,claim,7060295011,37,a friend learned  online a claim that a crocodile cannot stick its tongue out,not verified,under scrutiny,641026,5556,1150,134,46
1613,claim,9332026898,20,a friend learned  online a claim that australia has a bright pink lake,not verified,active,764155,173551,5538,84,19
1614,claim,3295723518,26,a friend learned  online a claim that ancient egyptians slept on pillows made of stone,not verified,active,418320,29846,4772,145,77
1615,claim,5963407156,19,a friend learned  online a claim that the tallest tower of cupcakes ever made was over 35 feet,not verified,under scrutiny,157885,52224,12841,131,27
1616,claim,2444964452,23,a friend learned  online a claim that a blue whale's heartbeat can be heard from two miles away,not verified,under scrutiny,96511,40876,5417,734,423
1617,claim,6587432224,50,a friend learned  online a claim that bubble wrap was originally designed to be used as wallpaper,not verified,banned,678712,201030,54051,881,385
1618,claim,3113220018,43,a friend learned  online a claim that the eiffel tower gets taller during the summer,not verified,active,104905,10486,1826,174,32
1619,claim,6040394685,40,a friend learned  online a claim that a candle’s flame is blue in zero gravity,not verified,active,916451,514117,138390,11127,5644
1620,claim,7710429421,20,a friend learned  online a claim that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,active,116272,75640,17005,761,208
1621,claim,5684776373,28,a friend learned  online a claim that cold water is just as cleansing as hot water,not verified,active,4008,1701,240,14,3
1622,claim,8038522151,46,"a friend learned  online a claim that the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",not verified,active,756544,322538,114057,2229,841
1623,claim,5329116548,55,a friend learned  online a claim that triskaidekaphobia is the fear of the number 13,not verified,banned,710192,199172,70639,3366,2226
1624,claim,9071619695,13,a friend learned  online a claim that cats can't taste sweet flavors,not verified,active,695969,392340,6613,8392,5316
1625,claim,8029600575,32,a friend learned  online a claim that playing dance music helps ward off mosquitoes,not verified,active,255830,156130,8119,191,20
1626,claim,6413012966,19,a friend learned  online a claim that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,under scrutiny,771206,381497,138692,5411,2568
1627,claim,8043038962,22,a friend learned  online a claim that the chicken is the closest relative to the t-rex,not verified,active,314950,55748,22290,730,113
1628,claim,8875325966,8,a friend learned  online a claim that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,under scrutiny,258904,114039,39853,484,112
1629,claim,9509837210,27,"a friend learned  online a claim that the largest prime number has 17,425,170 digits",not verified,active,261738,51402,3300,1007,239
1630,claim,1621060324,21,a friend learned  online a claim that the insect population of the world is 1 billion times more than the world population,not verified,active,629787,27357,5633,446,190
1631,claim,3342354720,36,a friend learned  online a claim that a shape with 26 sides is known as a rhombicuboctahedron,not verified,under scrutiny,869704,82232,6435,1172,482
1632,claim,2956653789,42,a friend learned  online a claim that there are 366 dimples on a regulation golf ball,not verified,active,57203,6984,49,57,5
1633,claim,9280393418,31,a friend learned  on an internet forum that humans will live on mars by 2035,not verified,active,488951,129545,37224,2044,120
1634,claim,9991309326,15,a friend learned  on an internet forum that we will all fly with individual jetpacks by 2032,not verified,under scrutiny,210826,44214,10660,431,136
1635,claim,3520089045,13,a friend learned  on an internet forum that iceland is growing 5 centimeters per year,not verified,active,872544,147734,32942,809,360
1636,claim,5693267381,31,a friend learned  on an internet forum that bangkok's full name has 163 letters,not verified,active,375993,85697,3881,1907,1148
1637,claim,8096496348,55,a friend learned  on an internet forum that most car horns honk in the key of f,not verified,active,492648,121674,4002,1376,890
1638,claim,1326808092,12,"a friend learned  on an internet forum that the oldest surviving song is around 3,500 years old",not verified,under scrutiny,638223,318875,39037,6356,3499
1639,claim,4572723004,51,a friend learned  on an internet forum that the musical artist prince played 27 different instruments on his debut album ,not verified,active,716903,127082,46357,2940,678
1640,claim,6345006456,59,"a friend learned  on an internet forum that there are almost 1.16 billion websites, but only about 200 million are active",not verified,active,628481,376755,5854,5946,1784
1641,claim,9572121349,22,"a friend learned  on an internet forum that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,989431,403649,158022,9269,1996
1642,claim,8860160010,48,"a friend learned  on an internet forum that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,banned,520655,98193,23762,1192,172
1643,claim,9651829227,34,a friend learned  on an internet forum that the first cruise ship set sail in 1900,not verified,active,145138,81702,1927,276,30
1644,claim,4641818665,41,a friend learned  on an internet forum that one-third of the world’s airports are located in the u.s.,not verified,active,293624,108215,37167,1153,112
1645,claim,6350339568,32,"a friend learned  on an internet forum that london, england has the world's oldest subway system",not verified,active,688524,439298,29661,6395,3666
1646,claim,8607340591,8,a friend learned  on an internet forum that there are currently over 300 cruise ships operating around the world ,not verified,banned,593967,337150,41580,2536,891
1647,claim,9339747712,5,a friend learned  on an internet forum that dolphins are mammals,not verified,active,30067,3077,512,48,13
1648,claim,2445198472,32,a friend learned  on an internet forum that dragonflies can see in all directions at the same time,not verified,under scrutiny,400210,12227,481,105,17
1649,claim,8337709525,31,a friend learned  on an internet forum that adult cats only meow to humans ,not verified,active,753251,257804,13438,2102,143
1650,claim,8659379794,50,a friend learned  on an internet forum that jupiter has the most moons,not verified,active,391225,29259,2743,294,143
1651,claim,1397368101,57,a friend learned  on an internet forum that the chinese began to document halley’s comet in 240 b.c.,not verified,active,630171,360957,7668,2566,526
1652,claim,3385841043,52,a friend learned  on an internet forum that saturn is less dense than water,not verified,active,926629,614005,182044,9824,4382
1653,claim,1257632251,5,a friend learned  on an internet forum that marie curie is the only person with two nobel prizes in different sciences,not verified,active,713322,141534,31704,367,67
1654,claim,2707258068,34,a friend learned  on an internet forum that there is a world championship for throwing mobile phones,not verified,active,524407,215844,71673,3882,516
1655,claim,2768437900,57,"a friend learned  on an internet forum that through the seasons, a reindeer’s eyes will change color",not verified,banned,823871,131435,49636,3034,2015
1656,claim,9969318479,8,a friend learned  on an internet forum that canned pumpkins do not contain actual pumpkins,not verified,active,42462,12278,4614,79,8
1657,claim,3287014140,16,a friend learned  on an internet forum that captive ravens can speak better than parrots,not verified,active,692612,87270,20794,1938,296
1658,claim,9289014815,60,a friend learned  on an internet forum that australia has the most number of venomous snakes worldwide,not verified,banned,580816,140559,29485,461,171
1659,claim,5229537492,56,a friend learned  on an internet forum that people don’t sneeze in their sleep,not verified,under scrutiny,858577,535991,1805,6795,1027
1660,claim,5766949354,51,a friend learned  on an internet forum that the red-billed quelea is the most common bird on earth,not verified,active,592127,215375,17774,2930,49
1661,claim,2246774083,21,a friend learned  on an internet forum that bubble wrap was originally designed to be used as wallpaper,not verified,active,73289,23732,2294,77,7
1662,claim,7274276461,22,a friend learned  on an internet forum that only one-fourth of the sahara desert is sandy,not verified,active,421230,3106,1030,53,14
1663,claim,5740541179,19,a friend learned  on an internet forum that wild boars wash their food,not verified,under scrutiny,845100,416719,31240,3961,734
1664,claim,4032382043,48,a friend learned  on an internet forum that children are born less frequently on saturdays,not verified,active,629368,256601,78201,549,125
1665,claim,4608560404,15,a friend learned  on an internet forum that outerspace partly smells like diesel fuel and barbeque,not verified,active,87513,30747,5778,638,122
1666,claim,3404631014,54,a friend learned  on an internet forum that pineapples are named after pinecones,not verified,under scrutiny,886653,86104,19724,2024,149
1667,claim,7227636000,34,a friend learned  on an internet forum that the world’s largest pyramid cannot be found in egypt,not verified,active,555487,198663,28595,3334,634
1668,claim,3899595278,51,a friend learned  on an internet forum that sloths can hold their breaths longer than dolphins,not verified,under scrutiny,42191,872,277,22,14
1669,claim,9963706454,59,a friend learned  on an internet forum that violin bows are made from horsehair,not verified,active,389266,110742,38319,1542,560
1670,claim,2498370868,36,a friend learned  on an internet forum that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,534126,227070,61646,4169,73
1671,claim,6577821424,38,a friend learned  on an internet forum that around 50% of the mined gold on earth comes from one source,not verified,active,85421,13474,2036,78,2
1672,claim,6533655103,5,a friend learned  on an internet forum that 12 plants and 5 animals make up 75% of diets around the world,not verified,banned,555059,50323,12330,614,377
1673,claim,9588270885,6,a friend learned  on an internet forum that the human brain uses 20% of the body's oxygen,not verified,active,338419,215097,41628,1668,1070
1674,claim,4464371434,53,a friend learned  on an internet forum that lemurs were previously the size of gorillas,not verified,active,27562,10394,2448,221,103
1675,claim,8237792103,8,"a friend learned  on an internet forum that there are over 6,000 species of grass",not verified,banned,595993,15033,5311,259,63
1676,claim,1777226457,16,a friend learned  on an internet forum that the largest living thing on earth is a tree,not verified,under scrutiny,469674,195187,6354,1545,201
1677,claim,8416422378,53,a friend learned  on an internet forum a claim that making emotional facial expressions can prompt humans to have those emotions,not verified,under scrutiny,600700,395440,127323,2088,740
1678,claim,9737439248,56,a friend learned  on an internet forum a claim that new elements have been discovered outside the periodic table,not verified,banned,261919,29489,9051,378,14
1679,claim,6460350818,11,a friend learned  on an internet forum a claim that the largest rock on earth is in australia,not verified,active,662912,387322,132202,2803,282
1680,claim,5161044918,9,a friend learned  on an internet forum a claim that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,495573,215440,19986,2476,1504
1681,claim,6844162522,10,a friend learned  on an internet forum a claim that the average british driver will spend around 99 days of their life stuck in traffic,not verified,banned,679924,357175,37664,3378,1703
1682,claim,7257469201,8,a friend learned  on an internet forum a claim that the average car contains over 30000 unique parts,not verified,banned,112173,74205,21451,197,125
1683,claim,8779868247,48,a friend learned  on an internet forum a claim that the band metallica is the first and only group to play on all seven continents,not verified,banned,710063,135165,578,717,385
1684,claim,7970989632,37,"a friend learned  on an internet forum a claim that the best selling single of all time is ""white christmas"" by bing crosby",not verified,active,968978,27087,7462,344,72
1685,claim,1338791736,9,a friend learned  on an internet forum a claim that about half of the world's population can access the web via a mobile device,not verified,banned,155616,52818,18633,266,113
1686,claim,2840037904,48,"a friend learned  on an internet forum a claim that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,active,936575,452860,115539,4562,1205
1687,claim,1798851125,7,a friend learned  on an internet forum a claim that half of retail purchases are now made through a mobile device,not verified,banned,653808,74499,10127,1757,927
1688,claim,2227569778,43,a friend learned  on an internet forum a claim that the first gloves used in american sport baseball were fingerless,not verified,under scrutiny,545885,201511,30154,1634,192
1689,claim,2678457844,11,a friend learned  on an internet forum a claim that the concorde was the fastest passenger jet ever,not verified,active,735037,10284,3846,120,52
1690,claim,5171064245,24,a friend learned  on an internet forum a claim that dolphins are mammals,not verified,active,633557,97959,145,531,186
1691,claim,6595866852,6,a friend learned  on an internet forum a claim that koalas sleep up to 22 hours per day,not verified,active,138409,18916,7184,57,14
1692,claim,6083687990,27,a friend learned  on an internet forum a claim that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,under scrutiny,185332,115090,45172,2626,826
1693,claim,3099222967,49,a friend learned  on an internet forum a claim that we only see the same side of the moon,not verified,active,715565,52453,8918,550,295
1694,claim,3801664358,49,a friend learned  on an internet forum a claim that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,banned,63341,39022,9740,680,414
1695,claim,9465313826,36,a friend learned  on an internet forum a claim that neptune radiates more heat than it gets from the sun,not verified,banned,687648,293419,51169,7175,1551
1696,claim,5876075582,36,"a friend learned  on an internet forum a claim that about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,under scrutiny,883989,143345,49940,3140,328
1697,claim,2881892637,27,a friend learned  on an internet forum a claim that there’s a planet made of diamonds two times the size of earth,not verified,banned,64481,24091,3615,564,203
1698,claim,6569456465,41,a friend learned  on an internet forum a claim that it rains diamonds on jupiter and saturn,not verified,active,147860,92572,36125,909,135
1699,claim,4271842378,35,a friend learned  on an internet forum a claim that there might be a huge planet in this solar system,not verified,under scrutiny,696901,160380,46109,650,370
1700,claim,1467385768,59,a friend learned  on an internet forum a claim that canned pumpkins do not contain actual pumpkins,not verified,active,142846,6646,994,86,42
1701,claim,1856223569,34,a friend learned  on an internet forum a claim that bathwater stays warmer for a longer duration with bubbles,not verified,active,151307,45662,10960,408,235
1702,claim,3816994191,20,a friend learned  on an internet forum a claim that a double rainbow is a mirror image of the first rainbow,not verified,under scrutiny,793988,290289,22088,5908,3774
1703,claim,6310810691,53,a friend learned  on an internet forum a claim that baked beans are not actually baked,not verified,active,410778,214620,3586,1064,77
1704,claim,6280961027,27,a friend learned  on an internet forum a claim that artificial banana flavoring is based on an extinct banana type,not verified,under scrutiny,580696,100746,38691,1068,287
1705,claim,8232405031,52,a friend learned  on an internet forum a claim that australia has the most number of beaches in the world,not verified,active,100143,16774,4441,218,57
1706,claim,3616715339,25,a friend learned  on an internet forum a claim that a pound of houseflies contains more protein than a pound of beef,not verified,active,68332,38548,13207,454,216
1707,claim,9025816921,53,a friend learned  on an internet forum a claim that cats sleep for two-thirds of their lives,not verified,active,967838,299348,55884,2780,408
1708,claim,8237740940,40,a friend learned  on an internet forum a claim that the population of the united states increases by one person every 12 seconds,not verified,active,501403,99423,14962,653,13
1709,claim,2508604890,14,"a friend learned  on an internet forum a claim that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,826747,497753,35788,8231,1616
1710,claim,1623805672,60,a friend learned  on an internet forum a claim that the longest location name on the planet earth is 85 letters in english.,not verified,active,719886,21917,3794,143,48
1711,claim,7208056264,27,a friend learned  on an internet forum a claim that there are more than 24 time zones around the world,not verified,under scrutiny,134914,10919,3135,25,12
1712,claim,7963327585,47,a friend learned  on an internet forum a claim that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,412567,219694,56717,4215,521
1713,claim,5232864674,7,a friend learned  on an internet forum a claim that human ears and noses never stop growing,not verified,active,115558,16738,3491,279,114
1714,claim,6842707385,40,a friend learned  on an internet forum a claim that the first commercial airplane flight lasted 23 minutes,not verified,active,260821,112051,13790,1820,737
1715,claim,8945549375,40,a friend learned  on an internet forum a claim that human eyeballs do not grow or change their size as they age,not verified,active,556167,192367,52431,515,113
1716,claim,9352716964,31,a friend learned  on an internet forum a claim that sloths can hold their breaths longer than dolphins,not verified,active,713176,149651,46282,3666,1471
1717,claim,4981900133,16,a friend learned  on an internet forum a claim that ravens are always aware when someone is watching them,not verified,active,472379,80413,5843,220,31
1718,claim,6188652999,45,a friend learned  on an internet forum a claim that you can burn calories just by standing,not verified,active,245393,51012,9162,374,8
1719,claim,8418004098,32,"a friend learned  on an internet forum a claim that the largest prime number has 17,425,170 digits",not verified,active,260215,49917,4261,46,8
1720,claim,7453252482,39,a friend learned  on an internet forum a claim that the dwarf planet pluto was named by an 11-year-old girl,not verified,under scrutiny,800146,204023,9020,1863,858
1721,claim,5947312142,55,a friend learned  on an internet forum a claim that around 50% of the mined gold on earth comes from one source,not verified,active,115063,25024,8252,76,50
1722,claim,6746421635,37,a friend learned  on an internet forum a claim that the insect population of the world is 1 billion times more than the world population,not verified,under scrutiny,352618,140619,7986,2210,849
1723,claim,8571129007,46,"a friend learned  on an internet forum a claim that there are over 6,000 species of grass",not verified,active,631449,284981,18097,6025,2648
1724,claim,3603572498,43,a friend learned  on an internet forum a claim that the largest living thing on earth is a tree,not verified,banned,826307,407789,95956,9479,5635
1725,claim,3485156917,53,"a friend learned  on an internet forum a claim that every three seconds, there is a birth taking place somewhere in the world",not verified,under scrutiny,133249,39941,781,929,468
1726,claim,1988046871,19,a friend learned  in the media that humans will live on mars by 2035,not verified,under scrutiny,122792,38364,8150,467,224
1727,claim,7369892720,7,a friend learned  in the media that yellowstone national park is home to a supervolcano,not verified,under scrutiny,303047,85328,22298,1621,1048
1728,claim,9329183526,56,a friend learned  in the media that seventy percent of small businesses are owned and operated by a single person.,not verified,banned,229409,109733,19936,617,239
1729,claim,8912464640,52,a friend learned  in the media that more businesses will be owned by women than men by 2045,not verified,active,796017,439952,76275,3150,198
1730,claim,6415669596,57,a friend learned  in the media that it would take less than a month to get to the moon by car at 60mph,not verified,under scrutiny,936228,140179,31138,3398,1582
1731,claim,7303773903,31,a friend learned  in the media that the average car contains over 30000 unique parts,not verified,active,213171,29417,9900,58,25
1732,claim,1359850444,44,a friend learned  in the media that the average car has more than 100 miles of code in the vehicle’s internal computer,not verified,active,924048,46282,13358,1149,376
1733,claim,6909308183,11,a friend learned  in the media that the origins of the banjo instrument begin in africa,not verified,active,989211,631902,75843,10220,2056
1734,claim,8811745818,11,a friend learned  in the media that vinyl record sales now surpass compact disc sales,not verified,active,936750,369075,57913,6125,2076
1735,claim,5345377825,53,a friend learned  in the media that the band metallica is the first and only group to play on all seven continents,not verified,active,607414,138538,6587,272,170
1736,claim,9312597652,50,a friend learned  in the media that 90% of the world’s data was generated after 2019 ,not verified,active,763113,504775,53973,3473,2162
1737,claim,9490132969,39,a friend learned  in the media that the world generates 2.5 quintillion bytes of data every day,not verified,banned,978209,309173,117470,1120,156
1738,claim,8370617724,43,a friend learned  in the media that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,active,98449,40706,11592,788,158
1739,claim,7918516532,50,a friend learned  in the media that cannonballs were the first objects thrown in international shot put events in the early 1900s,not verified,active,893715,218251,77726,5083,1457
1740,claim,8410094338,34,"a friend learned  in the media that at the first modern olympics, winners were awarded silver medals",not verified,active,436408,136247,22220,3313,1465
1741,claim,3840786304,44,a friend learned  in the media that one-third of the world’s airports are located in the u.s.,not verified,active,56965,29070,9585,622,63
1742,claim,2057967734,42,"a friend learned  in the media that london, england has the world's oldest subway system",not verified,banned,593040,233705,82479,5259,353
1743,claim,6933946503,52,a friend learned  in the media that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,under scrutiny,78739,12304,3023,37,23
1744,claim,6768908928,59,a friend learned  in the media that the sunset is blue on mars,not verified,active,525436,50352,16536,310,172
1745,claim,6143475290,52,a friend learned  in the media that the moon was once part of the earth,verified,under scrutiny,137359,59252,3854,1220,37
1746,claim,7573192299,27,a friend learned  in the media that neptune radiates more heat than it gets from the sun,not verified,under scrutiny,934853,166483,51003,10,6
1747,claim,4402905751,60,a friend learned  in the media that sound actually travels in space,not verified,active,975060,420698,101787,3928,688
1748,claim,4369643564,53,a friend learned  in the media that there’s a planet made of diamonds two times the size of earth,not verified,under scrutiny,809097,230166,81870,3561,903
1749,claim,8225779373,49,a friend learned  in the media that the bent joint in the legs of the flamingo is its ankles,not verified,active,28168,2215,218,35,16
1750,claim,5138482295,57,a friend learned  in the media that there is a world championship for throwing mobile phones,not verified,under scrutiny,101985,48752,17518,676,36
1751,claim,6021855605,10,a friend learned  in the media that captive ravens can speak better than parrots,not verified,under scrutiny,511442,292981,76746,3939,1980
1752,claim,5971779940,57,a friend learned  in the media that the scottish were the first people to fry chicken,not verified,banned,246101,141199,50020,1147,96
1753,claim,3903970268,15,a friend learned  in the media that baked beans are not actually baked,not verified,active,942323,211862,21126,411,224
1754,claim,9674014866,42,a friend learned  in the media that australia has a bright pink lake,not verified,active,5517,1473,384,1,0
1755,claim,5720388267,44,a friend learned  in the media that a blue whale's heartbeat can be heard from two miles away,not verified,active,205044,135983,2799,398,200
1756,claim,3207110392,18,"a friend learned  in the media that cows have ""best friends"" and will get stressed when separated",not verified,active,279299,161092,61113,1181,785
1757,claim,8356331327,48,a friend learned  in the media that human ears and noses never stop growing,not verified,active,795598,249095,3936,3183,2082
1758,claim,1630058862,55,a friend learned  in the media that there are billions of eggs produced commercially each year,not verified,banned,224891,55786,10030,750,289
1759,claim,2860798090,41,a friend learned  in the media that x-rays can’t distinguish real diamonds from fake ones,not verified,banned,359527,119642,46225,1334,880
1760,claim,2741083910,19,a friend learned  in the media that bottled water has an expiration date,not verified,active,250891,57031,10256,144,12
1761,claim,9721912046,45,a friend learned  in the media that cactus spines can be used to make hooks,not verified,under scrutiny,951422,622434,7526,4007,1236
1762,claim,8105570398,50,"a friend learned  in the media that in a deck of cards, the king of hearts is the only king without a mustache",not verified,active,863627,154974,13886,754,286
1763,claim,5276056386,26,a friend learned  in the media that technicolored squirrels roam the lands of southern india,not verified,active,584756,335431,69365,4918,2391
1764,claim,5138669097,48,a friend learned  in the media that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,active,726590,68016,5255,676,440
1765,claim,3423556321,21,a friend learned  in the media that the earth holds about 11 quintillion pounds of air,not verified,active,409166,81586,10037,223,112
1766,claim,9469245487,12,a friend learned  in the media that the largest living thing on earth is a tree,not verified,banned,772402,109388,3574,728,113
1767,claim,2534102203,30,a friend learned  in the media that lightning strikes somewhere on earth about 100 times every second,not verified,under scrutiny,10115,972,12,2,1
1768,claim,7848706320,14,a friend learned  in the media that there are 366 dimples on a regulation golf ball,not verified,active,499215,25335,8698,370,68
1769,claim,7819156982,49,a friend learned  in the media that a giant tortoise that was believed to be extinct was found in the galapagos islands,not verified,active,835001,269915,89232,3728,208
1770,claim,4834011143,30,a friend learned  in the media a claim that humans will live on mars by 2035,not verified,active,135294,78662,18302,1272,1
1771,claim,9658735566,5,a friend learned  in the media a claim that yellowstone national park is home to a supervolcano,not verified,active,956387,129756,7713,1813,599
1772,claim,1947932742,47,a friend learned  in the media a claim that it snows in the sahara desert,not verified,active,863023,554630,53515,13520,2725
1773,claim,7284478321,44,a friend learned  in the media a claim that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,486252,234521,39287,28,12
1774,claim,4271397394,32,a friend learned  in the media a claim that there are about 582 million entrepreneurs in the world,not verified,active,607556,295675,14082,183,44
1775,claim,8687647280,49,a friend learned  in the media a claim that the highest total mileage clocked by a single car is 2850000 million miles,not verified,under scrutiny,909629,394773,75060,3388,1151
1776,claim,2999963272,47,a friend learned  in the media a claim that the car radio was first introduced in 1922,not verified,active,535166,63780,3630,477,3
1777,claim,1773967278,34,a friend learned  in the media a claim that the average car has more than 100 miles of code in the vehicle’s internal computer,not verified,active,797120,517040,149374,7321,4294
1778,claim,3995579720,57,a friend learned  in the media a claim that 90% of drivers admit to singing in the car,not verified,active,771701,1002,262,11,5
1779,claim,5758083916,53,a friend learned  in the media a claim that the origins of the banjo instrument begin in africa,not verified,active,313613,168318,26505,1442,585
1780,claim,7141041473,55,a friend learned  in the media a claim that the musical artist prince played 27 different instruments on his debut album ,not verified,active,226184,50998,4018,156,48
1781,claim,6465547573,19,a friend learned  in the media a claim that 90% of the world’s data was generated after 2019 ,not verified,under scrutiny,361659,20621,7513,186,29
1782,claim,3391916272,28,a friend learned  in the media a claim that singapore has the fastest internet connectivity in the world.,not verified,active,651984,337896,58153,5727,2177
1783,claim,2287751374,15,a friend learned  in the media a claim that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,banned,123077,70975,15047,1683,534
1784,claim,7883595616,13,a friend learned  in the media a claim that badminton is the fastest ball and net sport in the world,not verified,active,464210,7890,1747,146,41
1785,claim,1888777543,41,a friend learned  in the media a claim that kite flying is a professional sport in thailand.,not verified,active,76018,3554,402,47,5
1786,claim,6254746820,39,a friend learned  in the media a claim that the biggest passenger bus in the world operates in brazil ,not verified,active,451420,204037,31477,4716,3093
1787,claim,1744259858,19,a friend learned  in the media a claim that the busiest airport in the world is in the united states,not verified,under scrutiny,51329,17336,715,264,98
1788,claim,5649060195,53,a friend learned  in the media a claim that one-third of the world’s airports are located in the u.s.,not verified,banned,726758,440922,11571,1205,151
1789,claim,1864155426,9,"a friend learned  in the media a claim that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,476180,298270,41271,2447,286
1790,claim,2193338003,53,a friend learned  in the media a claim that an octopus has three hearts ,not verified,active,455504,225368,60903,5344,1082
1791,claim,2544817359,29,a friend learned  in the media a claim that jupiter has the most moons,not verified,active,138636,87023,1831,1154,372
1792,claim,9468480171,6,a friend learned  in the media a claim that a day on mars is about the same length as on earth,not verified,active,321450,49953,11627,858,230
1793,claim,5126283264,31,a friend learned  in the media a claim that 5 dwarf planets are recognized in the solar system,not verified,active,666721,338242,3866,5591,485
1794,claim,7616218898,29,a friend learned  in the media a claim that the moon’s craters might be the coldest places in the solar system,not verified,active,263526,52877,2077,982,434
1795,claim,7860677556,27,a friend learned  in the media a claim that pluto could theoretically sustain life,not verified,banned,616314,97539,16042,588,361
1796,claim,9240393614,54,a friend learned  in the media a claim that it is illegal to waste food in french supermarkets,not verified,active,743896,192066,76776,1667,289
1797,claim,2837868330,27,a friend learned  in the media a claim that a double rainbow is a mirror image of the first rainbow,not verified,under scrutiny,787537,58628,975,557,12
1798,claim,8395486284,27,a friend learned  in the media a claim that baked beans are not actually baked,not verified,active,118085,25762,2501,460,283
1799,claim,2542767172,43,a friend learned  in the media a claim that australia has the most number of venomous snakes worldwide,not verified,under scrutiny,33482,7969,2728,15,5
1800,claim,6546193723,29,a friend learned  in the media a claim that may 22nd is the least common birth date,not verified,active,442115,70214,27141,317,65
1801,claim,8325174473,8,a friend learned  in the media a claim that penguins can jump as high as 9 feet in the air,not verified,under scrutiny,674946,59279,5123,877,459
1802,claim,8614333621,28,a friend learned  in the media a claim that a pound of houseflies contains more protein than a pound of beef,not verified,under scrutiny,130842,9697,3350,23,5
1803,claim,9245806954,48,a friend learned  in the media a claim that cats sleep for two-thirds of their lives,not verified,active,258156,162303,49079,3253,2045
1804,claim,2787416376,55,a friend learned  in the media a claim that ancient egyptians slept on pillows made of stone,not verified,active,987438,600047,124735,9122,893
1805,claim,2340232802,50,"a friend learned  in the media a claim that cows have ""best friends"" and will get stressed when separated",not verified,banned,217215,110102,37531,2702,709
1806,claim,1836528307,16,a friend learned  in the media a claim that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,621907,60054,7864,53,14
1807,claim,3811823957,19,a friend learned  in the media a claim that the eiffel tower gets taller during the summer,not verified,active,300567,69439,8973,1222,163
1808,claim,3969177558,49,a friend learned  in the media a claim that wild boars wash their food,not verified,active,699702,466397,89004,1677,541
1809,claim,9943875591,6,a friend learned  in the media a claim that x-rays can’t distinguish real diamonds from fake ones,not verified,under scrutiny,923178,334714,97285,6003,2999
1810,claim,6932982725,47,a friend learned  in the media a claim that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,629436,328152,127350,746,194
1811,claim,2722189426,36,a friend learned  in the media a claim that one strand of hair can hold up to 3 ounces of weight,not verified,active,832492,432668,112873,5469,1893
