#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
1062,opinion,1139879267,59,studies indicate that american industrial output has tripled.,not verified,active,12472.0,3044.0,556.0,190.0,10.0
1063,opinion,3017742928,56,someone shared with me that the number of businesses is declining.,not verified,active,39240.0,7169.0,2042.0,667.0,114.0
1064,claim,7050660224,13,i heard that the metro of st. petersburg is deepest.,not verified,active,93318.0,30277.0,5681.0,1450.0,168.0
1065,claim,5645028884,27,research shows that drone deliveries are becoming more common.,not verified,banned,30350.0,10153.0,1233.0,155.0,40.0
1066,opinion,3799306772,10,someone shared with me that the number of businesses is declining.,not verified,active,5653.0,1293.0,149.0,73.0,10.0
1067,claim,3772633444,28,research shows that american industrial output has tripled.,not verified,active,36443.0,11394.0,2971.0,697.0,104.0
1068,claim,8676837961,47,someone shared with me that drone deliveries are becoming more common.,not verified,active,10453.0,3891.0,426.0,110.0,8.0
1069,claim,5264259697,26,a friend told me that the metro of st. petersburg is deepest.,verified,active,257803.0,80856.0,13945.0,6955.0,446.0
1070,claim,3198075541,45,a friend told me that the metro of st. petersburg is deepest.,not verified,active,218.0,73.0,14.0,5.0,0.0
1071,claim,7960660626,13,i heard that the metro of st. petersburg is deepest.,not verified,banned,81930.0,23580.0,3887.0,846.0,65.0
1072,claim,7721456365,41,research shows that american industrial output has tripled.,not verified,active,8869.0,2840.0,398.0,143.0,22.0
1073,claim,5219213927,50,studies indicate that the metro of st. petersburg is deepest.,not verified,active,57141.0,20443.0,3855.0,1134.0,44.0
1074,claim,4668310439,54,research shows that there are more microbes than stars.,not verified,banned,214179.0,66331.0,17869.0,1837.0,603.0
1075,opinion,5272398028,21,studies indicate that drone deliveries are becoming more common.,not verified,active,82271.0,16189.0,2743.0,833.0,80.0
1076,claim,1606664290,32,i heard that drone deliveries are becoming more common.,not verified,active,41437.0,15450.0,2475.0,916.0,52.0
1077,claim,6779372032,31,someone shared with me that the number of businesses is declining.,not verified,active,10497.0,2946.0,555.0,185.0,18.0
1078,opinion,4785183262,41,someone shared with me that drone deliveries are becoming more common.,not verified,active,2739.0,531.0,139.0,68.0,4.0
1079,claim,1411386720,24,i heard that drone deliveries are becoming more common.,not verified,active,64033.0,23706.0,5044.0,1493.0,28.0
1080,opinion,1932469568,51,someone shared with me that the metro of st. petersburg is deepest.,not verified,banned,10430.0,2581.0,564.0,114.0,30.0
1081,opinion,5295518424,42,studies indicate that the number of businesses is declining.,not verified,active,12565.0,2637.0,385.0,76.0,36.0
1082,claim,5380654745,33,research shows that drone deliveries are becoming more common.,verified,active,14506.0,5448.0,1229.0,506.0,22.0
1083,claim,7608632382,49,research shows that american industrial output has tripled.,not verified,under review,337386.0,115490.0,20607.0,3262.0,460.0
1084,opinion,2763723116,21,a friend told me that american industrial output has tripled.,not verified,active,16674.0,3923.0,791.0,207.0,36.0
1085,opinion,3180240614,11,i heard that the metro of st. petersburg is deepest.,not verified,active,78516.0,16173.0,2161.0,733.0,44.0
1086,claim,5127594392,46,a friend told me that the metro of st. petersburg is deepest.,not verified,active,48466.0,14242.0,2135.0,896.0,129.0
1087,opinion,1928864701,24,i heard that american industrial output has tripled.,not verified,active,218696.0,52445.0,11916.0,3033.0,129.0
1088,claim,5390681151,21,a friend told me that there are more microbes than stars.,not verified,active,37146.0,13350.0,2719.0,949.0,50.0
1089,opinion,2296501244,8,i heard that the metro of st. petersburg is deepest.,not verified,active,36854.0,8591.0,1297.0,475.0,57.0
1090,claim,5960520372,5,i heard that there are more microbes than stars.,not verified,under review,118887.0,41237.0,8515.0,1437.0,120.0
1091,opinion,2690031907,54,research shows that the number of businesses is declining.,not verified,active,44150.0,11170.0,1398.0,194.0,51.0
1092,opinion,2731970155,18,studies indicate that drone deliveries are becoming more common.,not verified,active,46872.0,11449.0,2207.0,1035.0,102.0
1093,opinion,9910689597,53,i heard that there are more microbes than stars.,not verified,under review,194494.0,49257.0,7560.0,2229.0,138.0
1094,opinion,1487419101,31,someone shared with me that the metro of st. petersburg is deepest.,not verified,active,4604.0,874.0,163.0,58.0,3.0
1095,claim,4884885708,29,someone shared with me that the metro of st. petersburg is deepest.,not verified,active,23004.0,7681.0,931.0,150.0,11.0
1096,claim,8599403212,46,i heard that drone deliveries are becoming more common.,not verified,active,9443.0,2827.0,540.0,153.0,24.0
1097,claim,9476748815,20,someone shared with me that american industrial output has tripled.,not verified,under review,757712.0,286686.0,33588.0,5853.0,570.0
1098,claim,2965412696,31,someone shared with me that american industrial output has tripled.,not verified,active,37339.0,11485.0,2417.0,295.0,68.0
1099,opinion,8005177606,7,a friend told me that there are more microbes than stars.,not verified,active,46845.0,9486.0,1316.0,612.0,96.0
1100,claim,5008299428,43,a friend told me that the number of businesses is declining.,not verified,active,46170.0,14435.0,2473.0,829.0,26.0
1101,claim,6991709567,23,i heard that the number of businesses is declining.,not verified,under review,90298.0,28512.0,4098.0,1133.0,171.0
1102,opinion,4993386749,40,a friend told me that there are more microbes than stars.,not verified,active,13098.0,3277.0,331.0,145.0,26.0
1103,opinion,7169656178,36,i heard that american industrial output has tripled.,not verified,active,65623.0,14087.0,2706.0,809.0,64.0
1104,opinion,3180553853,13,a friend told me that american industrial output has tripled.,not verified,active,37203.0,9622.0,1211.0,168.0,111.0
1105,opinion,4016605102,58,i heard that the metro of st. petersburg is deepest.,not verified,active,28751.0,6072.0,1244.0,528.0,84.0
1106,claim,5210839767,24,research shows that drone deliveries are becoming more common.,not verified,active,52191.0,15850.0,4483.0,1343.0,142.0
1107,claim,7682169360,28,research shows that the number of businesses is declining.,not verified,active,34784.0,10809.0,2053.0,550.0,18.0
1108,opinion,9774703196,58,someone shared with me that american industrial output has tripled.,verified,active,37292.0,6818.0,1653.0,653.0,60.0
1109,opinion,1199534444,51,someone shared with me that american industrial output has tripled.,not verified,active,1176.0,257.0,46.0,15.0,1.0
1110,claim,5747246926,26,research shows that drone deliveries are becoming more common.,not verified,banned,648138.0,238281.0,28567.0,9827.0,1095.0
1111,opinion,3510086949,46,someone shared with me that drone deliveries are becoming more common.,not verified,active,27598.0,6033.0,1174.0,530.0,34.0
1112,claim,2489045414,42,i heard that there are more microbes than stars.,not verified,active,36498.0,13687.0,1631.0,467.0,101.0
1113,claim,5417437318,8,research shows that drone deliveries are becoming more common.,verified,banned,219498.0,78167.0,16596.0,3562.0,420.0
1114,opinion,6190847552,6,studies indicate that the number of businesses is declining.,not verified,active,40096.0,9788.0,1327.0,300.0,93.0
1115,opinion,9922509351,56,studies indicate that drone deliveries are becoming more common.,not verified,active,2778.0,534.0,123.0,59.0,8.0
1116,opinion,9749046929,41,someone shared with me that the metro of st. petersburg is deepest.,not verified,banned,408688.0,88832.0,21045.0,2422.0,648.0
1117,claim,2580723785,22,someone shared with me that american industrial output has tripled.,not verified,active,55233.0,16164.0,4123.0,1262.0,75.0
1118,opinion,7313798636,33,someone shared with me that the number of businesses is declining.,not verified,active,139392.0,31028.0,5893.0,2418.0,196.0
1119,claim,2330138107,34,someone shared with me that drone deliveries are becoming more common.,not verified,under review,346109.0,130900.0,14226.0,5841.0,455.0
1120,claim,5023474332,19,a friend told me that drone deliveries are becoming more common.,not verified,active,164597.0,57031.0,14723.0,6868.0,434.0
1121,opinion,5862895023,28,someone shared with me that drone deliveries are becoming more common.,not verified,active,76052.0,14621.0,3896.0,1787.0,181.0
1122,opinion,4320795800,9,studies indicate that the number of businesses is declining.,not verified,active,50068.0,10301.0,1986.0,982.0,52.0
1123,opinion,5493039289,26,a friend told me that there are more microbes than stars.,not verified,active,27519.0,5110.0,917.0,197.0,19.0
1124,opinion,4659112346,31,i heard that american industrial output has tripled.,not verified,active,6571.0,1450.0,240.0,57.0,3.0
1125,opinion,2048602323,50,i heard that the metro of st. petersburg is deepest.,not verified,active,14438.0,3101.0,554.0,210.0,19.0
1126,opinion,1768516341,23,studies indicate that the number of businesses is declining.,not verified,active,15816.0,3445.0,602.0,123.0,35.0
1127,claim,9843410117,55,studies indicate that there are more microbes than stars.,not verified,under review,392384.0,136126.0,26917.0,9966.0,1049.0
1128,claim,7614277654,59,someone shared with me that the metro of st. petersburg is deepest.,not verified,under review,160834.0,54009.0,11351.0,3883.0,220.0
1129,claim,2731023549,10,research shows that drone deliveries are becoming more common.,not verified,active,48203.0,14600.0,4285.0,1221.0,33.0
1130,claim,1639076874,8,studies indicate that there are more microbes than stars.,verified,under review,77332.0,25947.0,3555.0,682.0,84.0
1131,opinion,2302476760,41,i heard that the number of businesses is declining.,not verified,active,16055.0,3363.0,812.0,176.0,23.0
1132,claim,4476046686,42,someone shared with me that there are more microbes than stars.,not verified,active,2908.0,844.0,216.0,94.0,3.0
1133,claim,2556374089,12,someone shared with me that the number of businesses is declining.,not verified,active,224755.0,74198.0,18284.0,7641.0,184.0
1134,claim,7666891183,9,studies indicate that there are more microbes than stars.,not verified,banned,235070.0,79982.0,17569.0,2449.0,89.0
1135,opinion,2578331740,53,i heard that the number of businesses is declining.,not verified,active,10101.0,2584.0,309.0,55.0,11.0
1136,claim,4619860666,59,studies indicate that there are more microbes than stars.,verified,active,,,,,
1137,opinion,1620854781,16,i heard that american industrial output has tripled.,not verified,active,17524.0,3503.0,619.0,115.0,40.0
1138,claim,7884372610,15,studies indicate that american industrial output has tripled.,not verified,active,10810.0,3640.0,723.0,258.0,10.0
1139,claim,2053083642,38,studies indicate that the number of businesses is declining.,not verified,active,57666.0,17707.0,2909.0,458.0,140.0
1140,opinion,8707422647,49,i heard that there are more microbes than stars.,not verified,active,77134.0,15435.0,4060.0,680.0,101.0
1141,opinion,5508132968,8,a friend told me that the number of businesses is declining.,not verified,banned,646174.0,141780.0,23865.0,10062.0,1480.0
1142,claim,9911466309,12,research shows that the metro of st. petersburg is deepest.,not verified,active,3044.0,1060.0,263.0,98.0,9.0
1143,opinion,3668131157,8,a friend told me that there are more microbes than stars.,not verified,active,25666.0,5726.0,743.0,107.0,50.0
1144,opinion,3674652143,34,a friend told me that drone deliveries are becoming more common.,verified,active,37985.0,7283.0,1439.0,430.0,63.0
1145,claim,5866960571,51,studies indicate that drone deliveries are becoming more common.,verified,under review,,,,,
1146,opinion,5070649014,41,someone shared with me that the metro of st. petersburg is deepest.,verified,active,53472.0,9769.0,2263.0,940.0,75.0
1147,opinion,3947846280,14,studies indicate that there are more microbes than stars.,not verified,active,61979.0,14767.0,3293.0,1192.0,160.0
1148,opinion,2826696685,41,i heard that american industrial output has tripled.,not verified,active,11322.0,2161.0,295.0,54.0,3.0
1149,opinion,6125708636,52,someone shared with me that american industrial output has tripled.,not verified,active,63697.0,14460.0,2059.0,208.0,67.0
1150,opinion,5436645719,20,research shows that drone deliveries are becoming more common.,not verified,active,34840.0,8732.0,1218.0,505.0,104.0
1151,opinion,7514820143,49,studies indicate that american industrial output has tripled.,not verified,active,85854.0,17392.0,4635.0,509.0,37.0
1152,opinion,7166876531,55,studies indicate that the metro of st. petersburg is deepest.,not verified,active,12191.0,2236.0,516.0,241.0,26.0
1153,opinion,4337805155,42,research shows that american industrial output has tripled.,not verified,active,36166.0,7883.0,1060.0,217.0,107.0
1154,opinion,7071065354,23,someone shared with me that the metro of st. petersburg is deepest.,not verified,active,11753.0,2482.0,303.0,70.0,35.0
1155,opinion,4048142948,58,a friend told me that american industrial output has tripled.,not verified,active,16838.0,3653.0,585.0,179.0,12.0
1156,opinion,9843015651,34,research shows that the number of businesses is declining.,not verified,active,89250.0,16387.0,4297.0,1020.0,194.0
1157,claim,2010794634,20,studies indicate that the number of businesses is declining.,not verified,active,58205.0,17228.0,2409.0,495.0,153.0
1158,opinion,6477979258,32,someone shared with me that there are more microbes than stars.,not verified,active,65187.0,12020.0,2715.0,666.0,160.0
1159,opinion,2209287802,35,i heard that the number of businesses is declining.,not verified,active,3550.0,901.0,186.0,86.0,7.0
1160,claim,6246809048,24,i heard that there are more microbes than stars.,verified,active,65237.0,23924.0,3353.0,1133.0,138.0
1161,opinion,9174881832,41,a friend told me that drone deliveries are becoming more common.,not verified,active,33805.0,8652.0,1613.0,251.0,53.0
1162,claim,5565413803,47,studies indicate that american industrial output has tripled.,not verified,active,30730.0,11563.0,1706.0,522.0,72.0
1163,claim,6177776612,8,a friend told me that there are more microbes than stars.,not verified,active,26605.0,8103.0,1524.0,371.0,27.0
1164,opinion,8733081361,50,a friend told me that drone deliveries are becoming more common.,not verified,active,95458.0,20802.0,4523.0,1047.0,228.0
1165,claim,6420626503,5,research shows that drone deliveries are becoming more common.,not verified,active,9768.0,3056.0,633.0,230.0,26.0
1166,opinion,2165993484,20,research shows that the number of businesses is declining.,not verified,active,84131.0,16016.0,3348.0,1217.0,141.0
1167,opinion,1249635223,56,research shows that the metro of st. petersburg is deepest.,not verified,active,131780.0,31510.0,4118.0,1789.0,348.0
1168,opinion,8528419231,41,studies indicate that the metro of st. petersburg is deepest.,not verified,active,9210.0,2357.0,370.0,75.0,12.0
1169,claim,3305027105,50,i heard that the metro of st. petersburg is deepest.,not verified,under review,119485.0,43305.0,10673.0,3132.0,52.0
1170,claim,5934616273,39,research shows that the metro of st. petersburg is deepest.,not verified,active,233004.0,73135.0,18020.0,7212.0,576.0
1171,opinion,5934083362,7,studies indicate that there are more microbes than stars.,not verified,active,48553.0,9643.0,1347.0,560.0,15.0
1172,opinion,8071497801,33,research shows that the metro of st. petersburg is deepest.,not verified,active,15635.0,3174.0,618.0,87.0,32.0
1173,opinion,3328620033,57,studies indicate that american industrial output has tripled.,not verified,active,28073.0,5140.0,785.0,241.0,9.0
1174,claim,7020625910,36,research shows that there are more microbes than stars.,not verified,banned,660635.0,229256.0,28138.0,13848.0,895.0
1175,opinion,3988563153,29,a friend told me that drone deliveries are becoming more common.,not verified,active,6403.0,1446.0,328.0,39.0,3.0
1176,opinion,8491595542,20,someone shared with me that the number of businesses is declining.,not verified,active,60875.0,14147.0,2690.0,529.0,121.0
1177,opinion,5269120151,37,i heard that drone deliveries are becoming more common.,not verified,active,43357.0,10840.0,1416.0,271.0,33.0
1178,claim,4905574414,23,a friend told me that the metro of st. petersburg is deepest.,not verified,active,41457.0,14755.0,3045.0,1270.0,64.0
1179,opinion,8598596129,42,someone shared with me that drone deliveries are becoming more common.,not verified,active,14235.0,2756.0,488.0,208.0,36.0
1180,opinion,6322083602,17,someone shared with me that there are more microbes than stars.,not verified,active,13388.0,2442.0,723.0,207.0,26.0
1181,opinion,1605792768,48,someone shared with me that american industrial output has tripled.,not verified,active,228947.0,42269.0,8117.0,1442.0,675.0
1182,claim,5573058499,48,a friend told me that drone deliveries are becoming more common.,not verified,under review,120210.0,42922.0,8249.0,2464.0,281.0
1183,opinion,1444087139,59,i heard that the number of businesses is declining.,not verified,active,85589.0,20222.0,3265.0,1177.0,166.0
1184,opinion,4082995696,42,i heard that there are more microbes than stars.,not verified,active,23782.0,4850.0,1122.0,240.0,33.0
1185,claim,7272332699,5,research shows that there are more microbes than stars.,not verified,active,92793.0,34135.0,5997.0,859.0,99.0
1186,opinion,2460200534,28,a friend told me that american industrial output has tripled.,not verified,active,64075.0,13215.0,1754.0,512.0,171.0
1187,opinion,5074845334,42,someone shared with me that there are more microbes than stars.,not verified,active,21549.0,5008.0,754.0,196.0,50.0
1188,claim,2076470975,46,a friend told me that drone deliveries are becoming more common.,not verified,active,63238.0,20865.0,4214.0,1975.0,81.0
1189,claim,2174733213,52,someone shared with me that the metro of st. petersburg is deepest.,not verified,active,129930.0,43914.0,6311.0,1871.0,289.0
1190,opinion,6215841159,5,research shows that there are more microbes than stars.,not verified,active,12023.0,2969.0,440.0,141.0,18.0
1191,claim,4193564375,29,a friend told me that the metro of st. petersburg is deepest.,not verified,banned,398998.0,111882.0,23532.0,6248.0,1004.0
1192,opinion,8469887471,16,i heard that the number of businesses is declining.,verified,active,170035.0,41255.0,6596.0,3038.0,86.0
1193,claim,3508264729,35,i heard that the number of businesses is declining.,not verified,active,86130.0,26695.0,7651.0,1363.0,186.0
1194,opinion,9274371950,12,i heard that there are more microbes than stars.,not verified,active,48418.0,8749.0,1638.0,198.0,136.0
1195,claim,7985987046,6,someone shared with me that drone deliveries are becoming more common.,not verified,active,3616.0,1312.0,279.0,81.0,2.0
1196,opinion,5320468764,48,research shows that there are more microbes than stars.,not verified,active,26071.0,5631.0,917.0,437.0,51.0
1197,opinion,6600656840,28,i heard that there are more microbes than stars.,not verified,active,52601.0,9935.0,2197.0,599.0,130.0
1198,opinion,5254405067,20,i heard that american industrial output has tripled.,not verified,active,26353.0,5801.0,903.0,249.0,44.0
1199,opinion,4397356301,55,a friend told me that the number of businesses is declining.,not verified,active,291874.0,71547.0,15052.0,6766.0,627.0
1200,claim,9227223058,53,someone shared with me that there are more microbes than stars.,not verified,active,69998.0,22634.0,4037.0,1851.0,77.0
1201,opinion,7021098169,12,studies indicate that there are more microbes than stars.,not verified,active,10356.0,2510.0,321.0,56.0,8.0
1202,claim,1808299598,6,someone shared with me that there are more microbes than stars.,not verified,active,33705.0,11339.0,1962.0,772.0,77.0
1203,claim,1751008396,40,someone shared with me that the number of businesses is declining.,not verified,active,24223.0,7837.0,1699.0,724.0,14.0
1204,claim,7095489102,19,someone shared with me that the number of businesses is declining.,not verified,active,45051.0,13986.0,1924.0,269.0,28.0
1205,claim,8705636455,28,studies indicate that american industrial output has tripled.,not verified,banned,940483.0,316850.0,59467.0,26083.0,2024.0
1206,opinion,6392042265,37,a friend told me that there are more microbes than stars.,not verified,active,13584.0,2873.0,728.0,166.0,38.0
1207,opinion,7090884382,9,studies indicate that drone deliveries are becoming more common.,not verified,active,64435.0,15182.0,3086.0,530.0,149.0
1208,claim,2535100995,41,a friend told me that drone deliveries are becoming more common.,not verified,active,5639.0,1614.0,416.0,198.0,9.0
1209,claim,2759618055,24,i heard that the metro of st. petersburg is deepest.,not verified,active,,,,,
1210,opinion,7718826373,52,a friend told me that drone deliveries are becoming more common.,not verified,active,18565.0,4174.0,581.0,244.0,49.0
1211,claim,3491627458,16,studies indicate that the metro of st. petersburg is deepest.,not verified,active,169857.0,64399.0,12738.0,2570.0,369.0
1212,claim,6081429387,20,someone shared with me that there are more microbes than stars.,not verified,under review,64618.0,22299.0,3506.0,1354.0,119.0
1213,claim,3775949227,33,research shows that the number of businesses is declining.,not verified,banned,638890.0,211429.0,46359.0,8553.0,349.0
1214,opinion,5726924123,39,someone shared with me that the metro of st. petersburg is deepest.,not verified,active,61394.0,14836.0,2385.0,1038.0,130.0
1215,opinion,2402562029,20,studies indicate that the metro of st. petersburg is deepest.,not verified,active,6876.0,1307.0,175.0,19.0,15.0
1216,claim,7368024828,15,i heard that drone deliveries are becoming more common.,verified,active,19624.0,5606.0,1232.0,451.0,17.0
1217,claim,5493715695,56,studies indicate that american industrial output has tripled.,verified,under review,29565.0,9521.0,2349.0,571.0,18.0
1218,opinion,8441278198,17,a friend told me that drone deliveries are becoming more common.,not verified,active,1562.0,302.0,85.0,12.0,2.0
1219,opinion,1061688320,11,research shows that there are more microbes than stars.,not verified,active,18626.0,3414.0,655.0,94.0,34.0
1220,claim,5619300394,16,research shows that the metro of st. petersburg is deepest.,verified,under review,273037.0,78358.0,13998.0,4715.0,252.0
1221,opinion,9305465726,42,studies indicate that american industrial output has tripled.,not verified,active,8139.0,1852.0,436.0,82.0,2.0
1222,claim,8680505794,54,i heard that drone deliveries are becoming more common.,not verified,active,46342.0,17475.0,2992.0,471.0,59.0
1223,claim,8062497848,10,i heard that the number of businesses is declining.,not verified,banned,315688.0,98554.0,18675.0,3803.0,682.0
1224,opinion,5923726795,32,a friend told me that the number of businesses is declining.,not verified,active,8482.0,1727.0,425.0,163.0,10.0
1225,claim,2190367624,15,studies indicate that american industrial output has tripled.,not verified,active,4062.0,1198.0,305.0,130.0,3.0
1226,opinion,2240269217,46,a friend told me that drone deliveries are becoming more common.,not verified,active,2899.0,592.0,80.0,39.0,4.0
1227,claim,3638674541,52,i heard that the metro of st. petersburg is deepest.,not verified,active,4461.0,1488.0,325.0,95.0,10.0
1228,claim,2611619739,10,i heard that the number of businesses is declining.,not verified,active,5051.0,1609.0,345.0,93.0,7.0
1229,opinion,5851036848,12,someone shared with me that the metro of st. petersburg is deepest.,not verified,active,4513.0,868.0,170.0,56.0,4.0
1230,claim,3900135303,54,research shows that there are more microbes than stars.,not verified,under review,999817.0,289362.0,45301.0,13340.0,1544.0
1231,opinion,4815196229,8,research shows that the metro of st. petersburg is deepest.,not verified,active,59706.0,11663.0,1609.0,429.0,91.0
1232,claim,7778601765,56,studies indicate that the number of businesses is declining.,not verified,active,141737.0,45522.0,10546.0,4819.0,364.0
1233,claim,3187966922,18,a friend told me that there are more microbes than stars.,not verified,active,96890.0,28446.0,5147.0,1062.0,55.0
1234,claim,5452483094,36,someone shared with me that the number of businesses is declining.,not verified,active,15452.0,5197.0,1290.0,483.0,36.0
1235,opinion,7108086468,6,someone shared with me that there are more microbes than stars.,verified,banned,26501.0,5310.0,865.0,418.0,78.0
1236,claim,8717574718,56,research shows that drone deliveries are becoming more common.,not verified,active,2455.0,756.0,99.0,34.0,2.0
1237,opinion,8207240944,22,someone shared with me that the metro of st. petersburg is deepest.,not verified,active,8482.0,1880.0,339.0,50.0,7.0
1238,claim,7831347716,53,i heard that there are more microbes than stars.,not verified,active,41940.0,11790.0,2299.0,812.0,57.0
1239,opinion,7296274838,32,a friend told me that there are more microbes than stars.,not verified,active,313953.0,65013.0,14108.0,6351.0,885.0
1240,claim,1895188597,36,research shows that drone deliveries are becoming more common.,not verified,active,97962.0,36029.0,6639.0,3072.0,138.0
1241,opinion,6413598014,58,i heard that american industrial output has tripled.,not verified,active,36172.0,8991.0,1724.0,549.0,33.0
1242,opinion,2296361040,58,research shows that the metro of st. petersburg is deepest.,not verified,active,27535.0,7111.0,1413.0,210.0,82.0
1243,opinion,3343208780,41,i heard that the number of businesses is declining.,not verified,active,7998.0,1781.0,245.0,42.0,9.0
1244,opinion,2611007619,23,research shows that american industrial output has tripled.,not verified,active,27115.0,6329.0,1056.0,335.0,31.0
1245,opinion,7763653184,45,a friend told me that american industrial output has tripled.,verified,active,45176.0,11663.0,2339.0,1098.0,124.0
1246,opinion,2573137668,55,research shows that the metro of st. petersburg is deepest.,verified,active,45252.0,11307.0,2224.0,952.0,42.0
1247,claim,5428682907,49,i heard that drone deliveries are becoming more common.,verified,under review,18551.0,5288.0,1471.0,414.0,42.0
1248,claim,5357586118,31,a friend told me that the metro of st. petersburg is deepest.,not verified,banned,33171.0,10103.0,2770.0,802.0,96.0
1249,opinion,9026876200,26,a friend told me that drone deliveries are becoming more common.,not verified,active,35676.0,8173.0,1945.0,259.0,26.0
1250,opinion,6640765024,19,research shows that the number of businesses is declining.,not verified,active,32013.0,8024.0,1048.0,503.0,54.0
1251,opinion,2640554311,35,someone shared with me that the metro of st. petersburg is deepest.,not verified,active,18248.0,4562.0,744.0,295.0,10.0
1252,claim,1260554695,38,research shows that the number of businesses is declining.,not verified,active,9937.0,3062.0,523.0,128.0,13.0
1253,claim,2878428821,13,someone shared with me that drone deliveries are becoming more common.,not verified,active,70.0,26.0,4.0,1.0,0.0
1254,claim,1386753141,29,someone shared with me that drone deliveries are becoming more common.,verified,under review,218205.0,72260.0,18619.0,4217.0,450.0
1255,opinion,1495980280,39,i heard that there are more microbes than stars.,not verified,active,50131.0,9037.0,1580.0,745.0,50.0
1256,claim,9279015010,8,i heard that there are more microbes than stars.,not verified,banned,806776.0,273514.0,50107.0,12288.0,2309.0
1257,claim,8973075964,37,studies indicate that american industrial output has tripled.,not verified,under review,129481.0,45603.0,6844.0,2497.0,218.0
1258,claim,2735640998,36,a friend told me that american industrial output has tripled.,not verified,active,74003.0,25288.0,3427.0,1628.0,37.0
1259,claim,5711921553,56,research shows that american industrial output has tripled.,not verified,active,13253.0,4688.0,1176.0,441.0,12.0
1260,opinion,4103758006,43,studies indicate that drone deliveries are becoming more common.,not verified,under review,335709.0,65024.0,8689.0,3659.0,635.0
1261,claim,5337419328,53,a friend told me that the number of businesses is declining.,not verified,active,46718.0,14634.0,3110.0,1002.0,60.0
1262,opinion,6832380581,55,research shows that there are more microbes than stars.,not verified,active,20699.0,4007.0,885.0,197.0,18.0
1263,claim,6310412038,39,someone shared with me that the metro of st. petersburg is deepest.,not verified,under review,838347.0,306873.0,41635.0,14482.0,2504.0
1264,claim,1491285094,50,i heard that the number of businesses is declining.,not verified,active,41356.0,12526.0,2224.0,782.0,41.0
1265,claim,8051694846,33,a friend told me that there are more microbes than stars.,not verified,active,145156.0,54536.0,9140.0,3878.0,270.0
1266,claim,2600593167,33,someone shared with me that american industrial output has tripled.,not verified,banned,331971.0,107808.0,25268.0,3633.0,142.0
1267,claim,4594036861,57,i heard that there are more microbes than stars.,not verified,active,152864.0,44865.0,8411.0,3077.0,155.0
1268,claim,1839091331,28,studies indicate that there are more microbes than stars.,not verified,active,31252.0,11476.0,1760.0,382.0,73.0
1269,opinion,6794652165,10,research shows that the number of businesses is declining.,not verified,active,61901.0,11471.0,2408.0,300.0,127.0
1270,claim,2849908489,46,i heard that drone deliveries are becoming more common.,not verified,active,81280.0,29447.0,5510.0,1033.0,238.0
1271,opinion,5576460232,11,studies indicate that drone deliveries are becoming more common.,not verified,active,8215.0,1753.0,408.0,76.0,19.0
1272,opinion,5315491047,53,a friend told me that american industrial output has tripled.,not verified,active,2300.0,431.0,122.0,60.0,5.0
1273,opinion,4848429478,10,i heard that american industrial output has tripled.,not verified,active,6876.0,1365.0,366.0,116.0,6.0
1274,claim,4541877706,32,i heard that there are more microbes than stars.,not verified,active,20848.0,6022.0,1526.0,752.0,36.0
1275,claim,7257354256,12,someone shared with me that the number of businesses is declining.,not verified,active,156812.0,49296.0,10015.0,1735.0,174.0
1276,claim,7932605352,20,studies indicate that there are more microbes than stars.,not verified,under review,107654.0,34080.0,8210.0,2476.0,40.0
1277,claim,7426822715,55,research shows that the metro of st. petersburg is deepest.,not verified,active,126160.0,45431.0,8437.0,3130.0,42.0
1278,opinion,1148238800,51,someone shared with me that there are more microbes than stars.,not verified,active,41196.0,9343.0,2080.0,627.0,38.0
1279,claim,1748264681,12,a friend told me that drone deliveries are becoming more common.,not verified,active,5398.0,1847.0,263.0,94.0,5.0
1280,opinion,2636951880,26,a friend told me that the metro of st. petersburg is deepest.,not verified,active,8288.0,1504.0,275.0,54.0,14.0
1281,opinion,4528089966,49,studies indicate that the number of businesses is declining.,not verified,active,58451.0,12617.0,3084.0,407.0,137.0
1282,opinion,7288509425,13,someone shared with me that there are more microbes than stars.,verified,active,46883.0,10818.0,1403.0,371.0,51.0
1283,opinion,9624449323,47,i heard that there are more microbes than stars.,not verified,active,9163.0,1791.0,472.0,85.0,7.0
1284,claim,4513843517,56,a friend told me that the number of businesses is declining.,not verified,active,117343.0,39298.0,5524.0,2569.0,143.0
1285,claim,7131813340,14,studies indicate that american industrial output has tripled.,not verified,active,7130.0,2336.0,291.0,86.0,21.0
1286,opinion,9324473030,33,someone shared with me that drone deliveries are becoming more common.,not verified,under review,23842.0,5722.0,1047.0,360.0,27.0
1287,claim,6031249405,16,i heard that the metro of st. petersburg is deepest.,not verified,banned,,,,,
1288,claim,6794710335,42,someone shared with me that the number of businesses is declining.,not verified,active,102205.0,37458.0,4984.0,580.0,217.0
1289,claim,1327530912,38,a friend told me that drone deliveries are becoming more common.,not verified,active,1120.0,422.0,51.0,7.0,3.0
1290,claim,1065436412,48,a friend told me that there are more microbes than stars.,not verified,active,,,,,
1291,claim,7210394882,34,i heard that there are more microbes than stars.,not verified,under review,78522.0,26545.0,3357.0,1319.0,92.0
1292,claim,7988905525,51,studies indicate that american industrial output has tripled.,not verified,active,3247.0,1091.0,242.0,64.0,2.0
